Date,sanmc,bbvamc,sabmc,bktmc
2011-06-02,4.626398,5.360889,1.492566,2.3786110000000003
2011-06-03,4.660408,5.433946,1.504857,2.4067849999999997
2011-06-06,4.581434,5.288508,1.485398,2.3629580000000003
2011-06-07,4.594117,5.296625,1.482833,2.353042
2011-06-08,4.531285,5.237776,1.464393,2.298784
2011-06-09,4.537052,5.242509,1.460299,2.343651
2011-06-10,4.4367529999999995,5.1173660000000005,1.4367379999999998,2.311831
2011-06-13,4.421186,5.110601,1.458244,2.311307
2011-06-14,4.530137,5.230334,1.4751459999999998,2.384347
2011-06-15,4.392371,5.073397,1.467468,2.327483
2011-06-16,4.393519,5.090308,1.4659309999999999,2.3060869999999998
2011-06-17,4.58259,5.372388,1.503319,2.407309
2011-06-20,4.533595,5.297303,1.4751459999999998,2.384347
2011-06-21,4.6258230000000005,5.436651,1.498198,2.431304
2011-06-22,4.6114120000000005,5.413653,1.496151,2.4359990000000002
2011-06-23,4.390642,5.118042,1.458244,2.3514779999999997
2011-06-24,4.328384,5.06325,1.432635,2.276871
2011-06-27,4.351439,5.140366,1.428023,2.320697
2011-06-28,4.399287,5.222216,1.430079,2.328523
2011-06-29,4.493244,5.3405949999999995,1.433663,2.384347
2011-06-30,4.590085,5.472504,1.459781,2.44331
2011-07-01,4.711130000000001,5.64297,1.513563,2.520004
2011-07-04,4.685771,5.594942,1.513563,2.526313
2011-07-05,4.622939,5.502944,1.5043469999999999,2.483884
2011-07-06,4.524943,5.364949,1.464903,2.3947950000000002
2011-07-07,4.533015,5.350741999999999,1.4505649999999999,2.378886
2011-07-08,4.3600900000000005,5.15206,1.381419,2.3041150000000004
2011-07-11,4.222325,4.9431,1.32661,2.233059
2011-07-12,4.231543,4.978725,1.328147,2.231467
2011-07-13,4.223473,4.994483,1.310735,2.197527
2011-07-14,4.2338510000000005,5.008871,1.287683,2.152457
2011-07-15,4.181973999999999,4.930768,1.278977,2.105788
2011-07-18,4.105311,4.815668,1.26515,2.0787430000000002
2011-07-19,4.171596,4.867736,1.280515,2.0904130000000003
2011-07-20,4.3808419999999995,5.080122,1.3276370000000002,2.19541
2011-07-21,4.5745190000000004,5.361702999999999,1.389615,2.277603
2011-07-22,4.522067,5.309635,1.398831,2.412827
2011-07-25,4.376804,5.124655000000001,1.354273,2.296161
2011-07-26,4.370465,5.110951999999999,1.348634,2.32268
2011-07-27,4.231543,4.965024,1.3086799999999998,2.251091
2011-07-28,4.247683,5.050662,1.328657,2.274422
2011-07-29,4.222325,5.034904,1.336343,2.2871479999999997
2011-08-01,4.0781019999999994,4.7958,1.27795,2.1970009999999998
2011-08-02,3.962961,4.660832,1.2379959999999999,2.121164
2011-08-03,3.91479,4.622466999999999,1.226215,2.094652
2011-08-04,3.7414910000000003,4.432004,1.185751,2.0092779999999997
2011-08-05,3.7855449999999995,4.446391,1.202144,2.095185
2011-08-08,3.742075,4.367603,1.202144,2.055413
2011-08-09,3.729742,4.3237559999999995,1.22827,2.091471
2011-08-10,3.4189800000000004,3.9853080000000003,1.172952,1.9758689999999999
2011-08-11,3.5282449999999996,4.146997,1.2210940000000001,2.045868
2011-08-12,3.759702,4.405285,1.297417,3.240617
2011-08-15,3.7984709999999997,4.455984,1.35734,2.2038900000000003
2011-08-16,3.826667,4.451188,1.370658,2.187456
2011-08-17,3.847231,4.436116,1.380391,2.206014
2011-08-18,3.690382,4.180567,1.364516,2.076095
2011-08-19,3.577001,4.0908169999999995,1.3470959999999998,2.140255
2011-08-22,3.6057900000000003,4.138089,1.35734,2.108438
2011-08-23,3.6057900000000003,4.096298,1.361951,2.089347
2011-08-24,3.6075519999999996,4.1401449999999995,1.367583,2.1158669999999997
2011-08-25,3.5834629999999996,4.110686,1.373222,2.1158669999999997
2011-08-26,3.530593,4.042173,1.367583,2.0840490000000003
2011-08-29,3.615185,4.162068,1.378854,2.12647
2011-08-30,3.6134230000000005,4.173716000000001,1.379372,2.128061
2011-08-31,3.77145,4.3422540000000005,1.410612,2.1763209999999997
2011-09-01,3.7843739999999997,4.357327,1.414714,2.168891
2011-09-02,3.601089,4.138089,1.389097,2.105255
2011-09-05,3.3872519999999997,3.898301,1.35734,2.0013240000000003
2011-09-06,3.31911,3.833215,1.365564,1.956778
2011-09-07,3.3843199999999998,3.918853,1.382476,1.9949599999999998
2011-09-08,3.4377760000000004,3.9866800000000002,1.402562,2.031017
2011-09-09,3.244504,3.7229120000000004,1.349185,1.9595630000000002
2011-09-12,3.092355,3.524228,1.305324,1.8821580000000002
2011-09-13,3.226293,3.7003019999999998,1.3169440000000001,1.937909
2011-09-14,3.307948,3.8030690000000003,1.33703,2.026145
2011-09-15,3.477722,4.007917,1.363977,2.1219580000000002
2011-09-16,3.477722,4.07643,1.372968,2.112215
2011-09-19,3.3995919999999997,3.9606449999999995,1.3713819999999999,2.110591
2011-09-20,3.471851,4.043545,1.379305,2.105718
2011-09-21,3.383729,3.9051519999999997,1.37402,2.054296
2011-09-22,3.214545,3.6920800000000003,1.351297,1.954148
2011-09-23,3.363756,3.8880230000000005,1.365038,1.9920419999999999
2011-09-26,3.475375,4.0360059999999995,1.376667,2.144694
2011-09-27,3.628109,4.273743,1.40626,2.221019
2011-09-28,3.574654,4.219618,1.4157680000000001,2.197739
2011-09-29,3.633986,4.309369,1.418415,2.246458
2011-09-30,3.656307,4.302407,1.418941,2.2161470000000003
2011-10-03,3.5282449999999996,4.149247,1.3851229999999999,2.2031560000000003
2011-10-04,3.4741980000000003,4.105387,1.362391,2.13603
